urun_id,urun_fiyat,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
96,10.275051108968611,6.57,AMOLED,FHD+,120.0,7000.0,1.0,80.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,,12.0,256.0,8.27,202.0,,,1,1,1,1,5.1,1.0,Android,1.0
97,9.082507000466299,6.72,IPS LCD,FHD+,90.0,5000.0,1.0,33.0,0.0,108.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,314.8,8.0,256.0,7.59,185.0,Plastik (Cam Görünümlü),,1,1,1,1,5.0,1.0,Android,1.0
98,11.096804231494536,6.85,AMOLED,FHD+,144.0,7200.0,1.0,80.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,16.0,8.0,3.0,2941800.0,16.0,1.0,8.6,227.0,Cam,,1,1,1,1,6.0,1.0,Android,1.0
99,10.042989896001014,6.67,AMOLED,FHD+,120.0,5000.0,1.0,90.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,7.8,179.0,Plastik (Cam Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
100,10.763652278630156,6.83,AMOLED,FHD+,144.0,5500.0,1.0,90.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,3.0,2393700.0,12.0,1.0,7.96,210.0,Fiberglass,,1,1,1,1,6.0,1.0,Android,1.0
101,11.638676670275789,6.3,OLED,FHD+,120.0,3988.0,1.0,40.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2430600.0,12.0,512.0,8.75,204.0,Cam,,1,1,1,1,6.0,1.0,iOS,1.0
102,10.188668374467271,6.79,AMOLED,FHD+,120.0,7500.0,1.0,66.0,0.0,108.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,754.2,8.0,512.0,7.76,189.0,Plastik (Cam Görünümlü),,1,1,1,1,5.2,1.0,Android,1.0
103,10.199918739620157,6.1,IPS LCD,HD+,60.0,3110.0,1.0,20.0,1.0,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,7.0,950.7,4.0,64.0,8.3,194.0,Cam,,1,1,1,1,5.0,1.0,iOS,1.0
104,10.621327345686446,6.59,AMOLED,FHD+,120.0,6210.0,1.0,100.0,0.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,20.0,8.0,3.0,,12.0,256.0,8.0,199.0,,,1,1,1,1,5.4,1.0,Android,1.0
105,10.735309127783832,6.1,OLED,FHD+,60.0,3279.0,1.0,20.0,1.0,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1381900.0,6.0,128.0,7.8,172.0,Cam,,1,1,1,1,5.3,1.0,iOS,1.0
106,10.799575577092764,6.1,OLED,FHD+,60.0,4005.0,1.0,20.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1405700.0,8.0,256.0,7.8,167.0,Cam,,1,1,1,1,5.3,1.0,iOS,1.0
107,9.364691031806107,6.67,AMOLED,FHD+,120.0,5500.0,1.0,33.0,0.0,108.0,0.0,1080p (Full HD),60.0,20.0,8.0,6.0,443.5,8.0,128.0,8.16,196.5,Plastik (Cam Görünümlü),,1,1,1,1,5.3,1.0,Android,1.0
109,10.085809109330082,6.83,AMOLED,FHD+,120.0,6500.0,1.0,100.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,,8.0,256.0,8.31,205.9,,,1,1,1,1,5.4,1.0,Android,1.0
110,10.177324218165856,6.57,AMOLED,FHD+,120.0,6000.0,1.0,45.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,677.736,12.0,256.0,7.78,180.0,,,1,1,1,1,5.1,1.0,Android,1.0
111,8.784009071186633,6.9,IPS LCD,HD+,120.0,6000.0,1.0,22.5,0.0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,241.9,6.0,128.0,8.3,218.0,,,1,1,1,1,5.2,,Android,1.0
112,9.04793908261736,6.74,IPS LCD,HD+,90.0,5500.0,1.0,15.0,0.0,50.0,0.0,1080p (Full HD),30.0,5.0,8.0,6.0,425.5,6.0,128.0,8.19,199.0,,,1,1,1,1,5.4,1.0,Android,1.0
113,10.892024524616057,6.83,AMOLED,FHD+,165.0,7400.0,1.0,80.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,3.0,1954900.0,12.0,512.0,8.3,215.0,,,1,1,1,1,6.0,1.0,Android,1.0
114,10.580530757347516,6.67,AMOLED,FHD+,144.0,5000.0,1.0,120.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,8.39,209.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
115,10.535691341728024,6.67,AMOLED,FHD+,144.0,5000.0,1.0,120.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,512.0,8.39,209.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
116,9.721097193375345,6.78,AMOLED,FHD+,144.0,5000.0,1.0,45.0,0.0,108.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,4.0,1003900.0,12.0,256.0,8.15,194.0,,,1,1,1,1,,1.0,Android,1.0
117,9.3418991953646,6.67,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,108.0,0.0,1080p (Full HD),30.0,16.0,8.0,6.0,387.9,8.0,256.0,7.97,188.5,Plastik (Cam Görünümlü),,1,1,1,1,5.1,1.0,Android,1.0
118,10.495522126727051,6.1,Dynamic AMOLED,FHD+,120.0,3700.0,1.0,25.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1206700.0,8.0,128.0,7.6,168.0,Cam,,1,1,1,1,5.2,1.0,Android,1.0
119,9.901653371453968,6.67,AMOLED,FHD+,120.0,5000.0,1.0,120.0,0.0,200.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,742.5,12.0,256.0,8.9,204.5,Cam,,1,1,1,1,5.3,1.0,Android,1.0
120,10.904780978680208,6.7,Dynamic AMOLED,QHD+,120.0,3900.0,1.0,25.0,1.0,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2161200.0,12.0,512.0,5.8,163.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
121,10.350784704892536,6.1,OLED,FHD+,60.0,2815.0,1.0,20.0,1.0,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1250400.0,4.0,64.0,7.4,164.0,Cam,,1,1,1,1,5.0,1.0,iOS,1.0
122,9.211539652551664,6.7,Super AMOLED,FHD+,90.0,5000.0,1.0,25.0,0.0,50.0,1.0,1080p (Full HD),30.0,13.0,8.0,6.0,428.1,4.0,128.0,7.5,190.0,Plastik (Cam Görünümlü),,1,1,1,1,5.3,1.0,Android,1.0
123,11.34670368838803,6.9,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1.0,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2551600.0,12.0,1.0,8.2,218.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
124,9.759564640320425,6.67,AMOLED,FHD+,120.0,5100.0,1.0,67.0,0.0,200.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,601.7,12.0,256.0,7.98,187.0,Cam,,1,1,1,1,5.2,1.0,Android,1.0
125,9.769956159911606,6.55,AMOLED,FHD+,120.0,4500.0,1.0,33.0,1.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,659.6,8.0,128.0,8.3,193.5,Cam,,1,1,1,1,5.2,1.0,Android,1.0
126,10.295529640312152,6.67,AMOLED,FHD+,120.0,5110.0,1.0,120.0,0.0,200.0,1.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,750.3,12.0,512.0,8.75,210.0,Cam | Kauçuk/Plastik (Deri Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
127,11.28727941000412,6.1,OLED,FHD+,60.0,3561.0,1.0,25.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1517700.0,8.0,256.0,7.8,170.0,Cam,,1,1,1,1,5.3,1.0,iOS,1.0
128,9.46440412849932,6.67,Super AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,50.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,646.6,8.0,128.0,9.0,197.0,Plastik,,1,1,1,1,5.3,0.0,Android,1.0
131,10.08494999039307,6.77,AMOLED,FHD+,120.0,5000.0,1.0,50.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,770.1,12.0,256.0,8.35,201.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
132,9.615805480084347,6.78,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,50.0,,1080p (Full HD),30.0,20.0,8.0,6.0,,8.0,256.0,6.7,172.0,Plastik,,1,1,1,1,5.4,1.0,Android,1.0
133,10.494049529361565,6.77,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,,12.0,256.0,7.75,200.0,Cam | Plastik (Cam Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
134,10.50454685609326,6.83,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,2024800.0,12.0,256.0,8.2,215.7,Cam,,1,1,1,1,6.0,1.0,Android,1.0
135,11.385092093460344,6.8,OLED,FHD+,120.0,5170.0,1.0,100.0,1.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1160300.0,16.0,512.0,8.3,233.5,Cam,,1,1,1,1,5.2,1.0,Android,1.0
136,10.05942192634931,6.78,AMOLED,FHD+,144.0,5200.0,1.0,45.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,733.5,12.0,256.0,7.29,178.0,,,1,1,1,1,5.4,1.0,Android,1.0
137,11.434627758895418,6.62,AMOLED,FHD+,120.0,5600.0,1.0,80.0,1.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,8.0,8.0,3.0,2274400.0,16.0,512.0,8.93,229.0,Cam | Kauçuk/Plastik (Deri Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
138,9.230142999272362,6.78,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,50.0,1.0,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,412.4,8.0,256.0,7.62,180.0,Plastik (Cam Görünümlü),,1,1,1,1,5.3,1.0,Android,1.0
140,10.550591841714537,6.9,Dynamic AMOLED,QHD+,120.0,4500.0,1.0,25.0,1.0,108.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,7.0,,8.0,256.0,8.1,208.0,Cam,,1,1,1,1,5.0,1.0,Android,1.0
141,9.546741177474825,6.77,AMOLED,FHD+,120.0,6500.0,1.0,90.0,0.0,50.0,0.0,1080p (Full HD),30.0,32.0,8.0,6.0,,8.0,256.0,7.59,194.0,,,1,1,1,1,5.0,1.0,Android,1.0
142,11.84939770159144,6.9,OLED,FHD+,120.0,4832.0,1.0,40.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,1.0,8.75,231.0,Cam,,1,1,1,1,6.0,1.0,iOS,1.0
143,9.069813136839207,6.56,IPS LCD,HD+,120.0,5000.0,1.0,22.5,0.0,108.0,0.0,2160p (Ultra HD) 4K,30.0,8.0,8.0,6.0,469.1,6.0,256.0,8.6,205.5,Plastik (Cam Görünümlü),,1,1,1,1,5.2,1.0,Android,0.0
144,9.757307357170182,6.6,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,612.1,8.0,128.0,8.2,209.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
145,11.15899731656081,6.8,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1.0,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,2043500.0,12.0,512.0,8.6,232.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
146,10.417807065556374,6.67,AMOLED,FHD+,144.0,5000.0,1.0,120.0,0.0,50.0,1.0,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,1527500.0,12.0,512.0,8.62,206.0,Cam | Kauçuk/Plastik (Deri Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
147,9.472704636443673,6.67,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0.0,108.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,8.0,379.1,8.0,256.0,8.12,201.8,Cam,,1,1,1,1,5.0,1.0,Android,1.0
149,11.119156687322887,6.7,OLED,FHD+,60.0,4383.0,1.0,20.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1417400.0,6.0,128.0,7.8,201.0,Cam,,1,1,1,1,5.3,1.0,iOS,1.0
150,11.06663836234181,6.8,Dynamic AMOLED,QHD+,120.0,5000.0,1.0,45.0,1.0,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1595600.0,12.0,512.0,8.9,233.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
151,10.594156665220533,6.7,Dynamic AMOLED,FHD+,120.0,4900.0,1.0,45.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1810600.0,8.0,512.0,7.4,190.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
152,9.423675174414024,6.9,IPS LCD,HD+,120.0,6000.0,1.0,33.0,0.0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,419.9,8.0,256.0,8.2,211.0,Plastik (Cam Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
153,9.305656006311086,6.78,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,108.0,0.0,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,428.3,8.0,256.0,7.4,188.5,Plastik (Cam Görünümlü),,1,1,1,1,5.3,1.0,Android,1.0
154,10.611216401935716,6.7,Dynamic AMOLED,FHD+,120.0,4000.0,1.0,25.0,1.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,8.0,4.0,1511600.0,12.0,256.0,6.9,187.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
155,10.87806606028079,6.8,OLED,FHD+,120.0,5200.0,1.0,100.0,1.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,987.2,16.0,512.0,8.4,226.0,Kauçuk/Plastik (Deri Görünümlü),,1,1,1,1,5.2,1.0,Android,1.0
156,10.076580826071131,6.6,Super AMOLED,FHD+,120.0,5000.0,1.0,25.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,740.8,8.0,128.0,8.2,213.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
157,10.10608384738666,6.67,AMOLED,FHD+,144.0,5000.0,1.0,67.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,934.1,12.0,256.0,8.62,197.0,Cam | Kauçuk/Plastik (Deri Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
158,8.810704242316461,6.3,IPS LCD,FHD+,60.0,4000.0,1.0,18.0,0.0,48.0,0.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,11.0,250.3,4.0,64.0,8.35,190.0,Cam,,1,1,1,1,4.2,0.0,Android,1.0
159,9.48417703760591,6.78,AMOLED,FHD+,144.0,5200.0,1.0,45.0,0.0,50.0,0.0,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,446.0,8.0,256.0,6.69,170.0,Plastik (Cam Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
160,10.220341459163084,6.67,AMOLED,FHD+,120.0,5110.0,1.0,45.0,0.0,200.0,1.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,684.3,12.0,512.0,8.4,190.0,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
161,9.708223603133264,6.7,AMOLED,FHD+,120.0,5000.0,1.0,67.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,615.5,8.0,256.0,8.75,190.0,,,1,1,1,1,5.2,1.0,Android,1.0
162,9.035986984831405,6.72,IPS LCD,FHD+,90.0,5000.0,1.0,33.0,0.0,108.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,306.0,6.0,128.0,7.59,185.0,Plastik (Cam Görünümlü),,1,1,1,1,5.0,1.0,Android,1.0
163,10.100287128510736,6.74,AMOLED,FHD+,120.0,5000.0,1.0,80.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,16.0,8.0,4.0,915.2,16.0,256.0,8.1,193.5,Cam,,1,1,1,1,5.3,1.0,Android,1.0
164,10.234297718416888,6.5,Super AMOLED,FHD+,60.0,4000.0,1.0,15.0,0.0,48.0,0.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,10.0,,6.0,128.0,7.9,172.0,Plastik (Cam Görünümlü),,1,1,1,1,5.0,1.0,Android,0.0
165,10.239959789157341,6.83,AMOLED,FHD+,120.0,6500.0,1.0,100.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,837.7,12.0,512.0,8.31,205.9,,,1,1,1,1,5.4,1.0,Android,1.0
166,10.366369633647532,6.67,AMOLED,FHD+,144.0,5100.0,1.0,70.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1493100.0,12.0,256.0,7.7,193.0,Plastik (Cam Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
167,11.217883038112156,6.7,OLED,FHD+,60.0,4674.0,1.0,30.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1572700.0,8.0,256.0,7.8,199.0,Cam,,1,1,1,1,5.3,1.0,iOS,1.0
168,10.714417768752456,6.1,Dynamic AMOLED,FHD+,120.0,3900.0,1.0,25.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1524200.0,8.0,128.0,7.6,168.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
169,10.450447882630796,6.1,OLED,FHD+,60.0,2815.0,1.0,20.0,1.0,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1250400.0,4.0,128.0,7.4,164.0,Cam,,1,1,1,1,5.0,1.0,iOS,1.0
170,9.276236720848297,6.67,IPS LCD,HD+,120.0,5200.0,1.0,45.0,0.0,50.0,0.0,,,8.0,8.0,12.0,,8.0,256.0,7.67,188.0,,,1,1,1,1,5.4,1.0,Android,1.0
171,9.179984251961283,6.67,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,50.0,0.0,1440p (Quad HD) 2K,30.0,24.0,8.0,6.0,,8.0,256.0,7.9,190.0,,,1,1,1,1,5.0,1.0,Android,0.0
172,9.966206920016589,6.67,AMOLED,FHD+,120.0,5100.0,1.0,67.0,0.0,200.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,601.7,12.0,512.0,7.98,187.0,Cam,,1,1,1,1,5.2,1.0,Android,1.0
173,9.194215055078688,6.67,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,64.0,0.0,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432.9,8.0,256.0,7.82,185.0,,,1,1,1,1,5.2,1.0,Android,1.0
174,9.242473527627569,6.74,IPS LCD,HD+,90.0,5500.0,1.0,15.0,0.0,50.0,0.0,1080p (Full HD),30.0,5.0,8.0,6.0,425.5,8.0,256.0,8.19,199.0,,,1,1,1,1,5.4,1.0,Android,1.0
175,11.431254782865128,6.5,Dynamic AMOLED,FHD+,120.0,4400.0,1.0,25.0,1.0,200.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,1995100.0,12.0,256.0,8.9,215.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
176,10.984867039077018,6.8,OLED,FHD+,120.0,5170.0,1.0,100.0,1.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1105100.0,12.0,512.0,8.3,219.0,Cam,,1,1,1,1,5.2,1.0,Android,1.0
177,10.550591841714537,6.1,Dynamic AMOLED,FHD+,120.0,3900.0,1.0,25.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1591500.0,8.0,256.0,7.6,168.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
178,11.991117043779226,6.9,OLED,FHD+,120.0,4832.0,1.0,40.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,2.0,8.75,231.0,Cam,,1,1,1,1,6.0,1.0,iOS,1.0
179,9.367344120785848,6.68,IPS LCD,HD+,120.0,6500.0,1.0,44.0,0.0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,336.6,8.0,256.0,8.09,208.0,,,1,1,1,1,5.0,,Android,1.0
180,8.83927669058535,6.74,IPS LCD,HD+,90.0,5500.0,1.0,15.0,0.0,13.0,0.0,1080p (Full HD),30.0,5.0,8.0,12.0,248.1,4.0,128.0,8.19,199.0,Plastik (Cam Görünümlü),,1,1,1,1,5.4,0.0,Android,1.0
181,9.749464781194897,6.67,AMOLED,FHD+,120.0,5110.0,1.0,45.0,0.0,108.0,1.0,1080p (Full HD),30.0,20.0,8.0,6.0,450.1,8.0,256.0,7.99,190.0,Plastik (Cam Görünümlü),,1,1,1,1,5.3,1.0,Android,1.0
182,8.827033937036532,6.74,IPS LCD,HD+,90.0,5000.0,0.0,,0.0,32.0,0.0,1080p (Full HD),30.0,5.0,8.0,12.0,261.2,6.0,128.0,7.84,187.0,,,1,1,1,1,5.0,0.0,Android,1.0
183,9.077264875415256,6.67,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,50.0,0.0,1080p (Full HD),30.0,24.0,8.0,6.0,401.7,8.0,256.0,7.9,190.0,,,1,1,1,1,5.0,1.0,Android,0.0
184,10.404262840448617,6.4,Dynamic AMOLED,FHD+,120.0,4500.0,1.0,25.0,1.0,50.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1257500.0,8.0,128.0,8.2,209.0,Cam,,1,1,1,1,5.3,1.0,Android,1.0
185,10.239959789157341,6.55,AMOLED,FHD+,120.0,6000.0,1.0,80.0,0.0,200.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,848.1,12.0,512.0,7.3,184.0,,,1,1,1,1,5.4,1.0,Android,1.0
186,9.387444173261889,6.78,AMOLED,FHD+,120.0,5000.0,1.0,70.0,0.0,50.0,1.0,1440p (Quad HD) 2K,30.0,50.0,8.0,6.0,435.5,8.0,256.0,7.7,190.0,,,1,1,1,1,5.3,1.0,Android,0.0
188,11.512915464920228,6.1,OLED,FHD+,120.0,3274.0,1.0,20.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1791300.0,8.0,256.0,8.25,187.0,Cam,,1,1,1,1,5.3,1.0,iOS,1.0
189,9.218407743053941,6.7,AMOLED,FHD+,120.0,5000.0,1.0,33.0,0.0,50.0,0.0,1440p (Quad HD) 2K,30.0,16.0,8.0,6.0,415.2,8.0,256.0,7.96,188.0,Cam,,1,1,1,1,5.2,1.0,Android,0.0
190,11.289781913656018,6.1,OLED,FHD+,120.0,3095.0,1.0,20.0,1.0,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1484600.0,6.0,128.0,7.65,204.0,Cam,,1,1,1,1,5.0,1.0,iOS,1.0
191,9.937744041214218,6.67,AMOLED,FHD+,120.0,5800.0,1.0,45.0,0.0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,638.9,12.0,256.0,7.76,192.0,Plastik (Cam Görünümlü),,1,1,1,1,5.1,1.0,Android,1.0
192,9.249561085129464,6.79,IPS LCD,FHD+,90.0,5030.0,1.0,33.0,0.0,108.0,0.0,1080p (Full HD),30.0,13.0,8.0,12.0,275.2,8.0,256.0,8.3,205.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
193,11.529300656686411,6.7,OLED,FHD+,120.0,4323.0,1.0,20.0,1.0,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1761400.0,6.0,256.0,7.85,240.0,Cam,,1,1,1,1,5.3,1.0,iOS,1.0
194,10.34177474101152,4.7,IPS LCD,HD+,60.0,1821.0,1.0,18.0,1.0,12.0,1.0,2160p (Ultra HD) 4K,60.0,7.0,6.0,7.0,923.0,3.0,64.0,7.3,148.0,Cam,,1,1,1,1,5.0,1.0,iOS,1.0
195,9.064852065227576,6.6,IPS LCD,HD+,90.0,5000.0,1.0,18.0,0.0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,,8.0,256.0,8.9,196.0,,,1,1,1,1,5.0,1.0,Android,0.0
196,9.332896885327003,6.75,IPS LCD,HD+,120.0,6000.0,1.0,18.0,0.0,50.0,0.0,1440p (Quad HD) 2K,30.0,5.0,8.0,6.0,,8.0,256.0,8.14,199.0,,,1,1,1,1,5.4,1.0,Android,1.0
197,9.431885847046487,6.78,AMOLED,FHD+,144.0,5160.0,1.0,45.0,0.0,50.0,,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,449.9,8.0,256.0,5.95,155.0,Plastik (Cam Görünümlü),,1,1,1,1,5.4,1.0,Android,1.0
198,11.02679245379461,6.9,Dynamic AMOLED,FHD+,120.0,4300.0,1.0,25.0,1.0,50.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,10.0,3.0,1943900.0,12.0,256.0,6.5,188.0,Cam,,1,1,1,1,5.4,1.0,Android,1.0
199,9.442324727955874,6.67,OLED,FHD+,120.0,5000.0,1.0,45.0,0.0,50.0,0.0,1080p (Full HD),30.0,32.0,8.0,6.0,374.0,8.0,256.0,7.76,187.0,Plastik (Cam Görünümlü),,1,1,1,1,5.0,1.0,Android,1.0
200,8.89100250012039,6.66,IPS LCD,FHD+,60.0,5000.0,1.0,22.5,0.0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,235.6,8.0,256.0,8.3,207.0,Plastik,,1,1,1,1,5.2,1.0,Android,0.0
